"GEO";"GEO_OBJECT";"FACILITY_DOM";"FACILITY_SDOM";"FACILITY_TYPE";"BPE_MEASURE";"UNIT_MULT";"UNIT_MEASURE";"OBS_STATUS";"TIME_PERIOD";"OBS_VALUE"
"34172";"COM";"D";"D6";"D606";"FACILITIES";"0";"NR";"A";2025;2
"34172";"COM";"F";"F1";"F114";"FACILITIES";"0";"NR";"A";2025;27
"34172";"COM";"F";"F3";"_T";"FACILITIES";"0";"NR";"A";2025;41
"34172";"COM";"D";"D2";"_T";"FACILITIES";"0";"NR";"A";2025;3965
"34172";"COM";"D";"D4";"D403";"FACILITIES";"0";"NR";"A";2025;35
"34172";"COM";"C";"C6";"C610";"FACILITIES";"0";"NR";"A";2025;123
"34172";"COM";"B";"B1";"B103";"FACILITIES";"0";"NR";"A";2025;3
"34172";"COM";"D";"D2";"D260";"FACILITIES";"0";"NR";"A";2025;44
"34172";"COM";"A";"A1";"A128";"FACILITIES";"0";"NR";"A";2025;4
"34172";"COM";"A";"A5";"A502";"FACILITIES";"0";"NR";"A";2025;74
"34172";"COM";"D";"D4";"D402";"FACILITIES";"0";"NR";"A";2025;5
"34172";"COM";"B";"B2";"B206";"FACILITIES";"0";"NR";"A";2025;12
"34172";"COM";"D";"D2";"D265";"FACILITIES";"0";"NR";"A";2025;393
"34172";"COM";"B";"B2";"_T";"FACILITIES";"0";"NR";"A";2025;708
"34172";"COM";"F";"F1";"F123";"FACILITIES";"0";"NR";"A";2025;2
"34172";"COM";"E";"E1";"_T";"FACILITIES";"0";"NR";"A";2025;422
"34172";"COM";"F";"_T";"_T";"FACILITIES";"0";"NR";"A";2025;404
"34172";"COM";"D";"D6";"D602";"FACILITIES";"0";"NR";"A";2025;15
"34172";"COM";"A";"A5";"A506";"FACILITIES";"0";"NR";"A";2025;57
"34172";"COM";"F";"F1";"F107";"FACILITIES";"0";"NR";"A";2025;21
"34172";"COM";"A";"A1";"A104";"FACILITIES";"0";"NR";"A";2025;1
"34172";"COM";"D";"D1";"D107";"FACILITIES";"0";"NR";"A";2025;3
"34172";"COM";"D";"D2";"D248";"FACILITIES";"0";"NR";"A";2025;53
"34172";"COM";"F";"F1";"F101";"FACILITIES";"0";"NR";"A";2025;9
"34172";"COM";"D";"D7";"D705";"FACILITIES";"0";"NR";"A";2025;3
"34172";"COM";"D";"D4";"D401";"FACILITIES";"0";"NR";"A";2025;26
"34172";"COM";"B";"B2";"B208";"FACILITIES";"0";"NR";"A";2025;51
"34172";"COM";"B";"B3";"B312";"FACILITIES";"0";"NR";"A";2025;51
"34172";"COM";"F";"F1";"F127";"FACILITIES";"0";"NR";"A";2025;12
"34172";"COM";"A";"A3";"A304";"FACILITIES";"0";"NR";"A";2025;61
"34172";"COM";"A";"A5";"A504";"FACILITIES";"0";"NR";"A";2025;1721
"34172";"COM";"D";"D1";"D103";"FACILITIES";"0";"NR";"A";2025;2
"34172";"COM";"D";"D5";"D503";"FACILITIES";"0";"NR";"A";2025;12
"34172";"COM";"B";"B3";"B321";"FACILITIES";"0";"NR";"A";2025;59
"34172";"COM";"G";"G1";"_T";"FACILITIES";"0";"NR";"A";2025;177
"34172";"COM";"D";"D1";"D104";"FACILITIES";"0";"NR";"A";2025;12
"34172";"COM";"B";"B2";"B210";"FACILITIES";"0";"NR";"A";2025;67
"34172";"COM";"D";"D1";"D106";"FACILITIES";"0";"NR";"A";2025;5
"34172";"COM";"C";"C2";"_T";"FACILITIES";"0";"NR";"A";2025;27
"34172";"COM";"F";"F1";"_T";"FACILITIES";"0";"NR";"A";2025;363
"34172";"COM";"B";"B3";"B304";"FACILITIES";"0";"NR";"A";2025;44
"34172";"COM";"B";"B2";"B209";"FACILITIES";"0";"NR";"A";2025;36
"34172";"COM";"D";"D2";"D276";"FACILITIES";"0";"NR";"A";2025;84
"34172";"COM";"D";"D1";"D114";"FACILITIES";"0";"NR";"A";2025;8
"34172";"COM";"A";"A1";"A105";"FACILITIES";"0";"NR";"A";2025;1
"34172";"COM";"B";"B3";"B320";"FACILITIES";"0";"NR";"A";2025;3
"34172";"COM";"B";"B3";"B315";"FACILITIES";"0";"NR";"A";2025;51
"34172";"COM";"F";"F3";"F303";"FACILITIES";"0";"NR";"A";2025;6
"34172";"COM";"C";"C1";"_T";"FACILITIES";"0";"NR";"A";2025;133
"34172";"COM";"C";"C5";"C501";"FACILITIES";"0";"NR";"A";2025;14
"34172";"COM";"D";"D1";"D111";"FACILITIES";"0";"NR";"A";2025;6
"34172";"COM";"A";"A1";"A129";"FACILITIES";"0";"NR";"A";2025;1
"34172";"COM";"A";"A1";"A136";"FACILITIES";"0";"NR";"A";2025;1
"34172";"COM";"B";"B3";"B319";"FACILITIES";"0";"NR";"A";2025;9
"34172";"COM";"A";"A2";"A205";"FACILITIES";"0";"NR";"A";2025;9
"34172";"COM";"F";"F1";"F121";"FACILITIES";"0";"NR";"A";2025;37
"34172";"COM";"A";"_T";"_T";"FACILITIES";"0";"NR";"A";2025;7309
"34172";"COM";"F";"F3";"F312";"FACILITIES";"0";"NR";"A";2025;7
"34172";"COM";"D";"D2";"D255";"FACILITIES";"0";"NR";"A";2025;8
"34172";"COM";"B";"B3";"B326";"FACILITIES";"0";"NR";"A";2025;60
"34172";"COM";"D";"D6";"D604";"FACILITIES";"0";"NR";"A";2025;46
"34172";"COM";"F";"F1";"F128";"FACILITIES";"0";"NR";"A";2025;1
"34172";"COM";"F";"F1";"F129";"FACILITIES";"0";"NR";"A";2025;25
"34172";"COM";"A";"A1";"A121";"FACILITIES";"0";"NR";"A";2025;7
"34172";"COM";"D";"D7";"D701";"FACILITIES";"0";"NR";"A";2025;12
"34172";"COM";"C";"C4";"C411";"FACILITIES";"0";"NR";"A";2025;3
"34172";"COM";"D";"D1";"D108";"FACILITIES";"0";"NR";"A";2025;23
"34172";"COM";"B";"B2";"B201";"FACILITIES";"0";"NR";"A";2025;41
"34172";"COM";"D";"D2";"D247";"FACILITIES";"0";"NR";"A";2025;29
"34172";"COM";"D";"D1";"D101";"FACILITIES";"0";"NR";"A";2025;13
"34172";"COM";"C";"C7";"_T";"FACILITIES";"0";"NR";"A";2025;43
"34172";"COM";"A";"A1";"A139";"FACILITIES";"0";"NR";"A";2025;1
"34172";"COM";"D";"D2";"D274";"FACILITIES";"0";"NR";"A";2025;270
"34172";"COM";"D";"D6";"D605";"FACILITIES";"0";"NR";"A";2025;6
"34172";"COM";"F";"F1";"F111";"FACILITIES";"0";"NR";"A";2025;65
"34172";"COM";"C";"C1";"C107";"FACILITIES";"0";"NR";"A";2025;44
"34172";"COM";"F";"F1";"F120";"FACILITIES";"0";"NR";"A";2025;63
"34172";"COM";"F";"F1";"F118";"FACILITIES";"0";"NR";"A";2025;3
"34172";"COM";"C";"C4";"C401";"FACILITIES";"0";"NR";"A";2025;4
"34172";"COM";"D";"D2";"D266";"FACILITIES";"0";"NR";"A";2025;83
"34172";"COM";"D";"D2";"D272";"FACILITIES";"0";"NR";"A";2025;44
"34172";"COM";"D";"D2";"D259";"FACILITIES";"0";"NR";"A";2025;22
"34172";"COM";"B";"B3";"B322";"FACILITIES";"0";"NR";"A";2025;30
"34172";"COM";"D";"D2";"D262";"FACILITIES";"0";"NR";"A";2025;36
"34172";"COM";"A";"A2";"A207";"FACILITIES";"0";"NR";"A";2025;2
"34172";"COM";"D";"D3";"D302";"FACILITIES";"0";"NR";"A";2025;35
"34172";"COM";"D";"D5";"D509";"FACILITIES";"0";"NR";"A";2025;12
"34172";"COM";"D";"D2";"D273";"FACILITIES";"0";"NR";"A";2025;13
"34172";"COM";"D";"D5";"D506";"FACILITIES";"0";"NR";"A";2025;10
"34172";"COM";"D";"D2";"D269";"FACILITIES";"0";"NR";"A";2025;118
"34172";"COM";"A";"A5";"_T";"FACILITIES";"0";"NR";"A";2025;3549
"34172";"COM";"C";"C6";"C602";"FACILITIES";"0";"NR";"A";2025;1
"34172";"COM";"D";"D7";"D710";"FACILITIES";"0";"NR";"A";2025;49
"34172";"COM";"C";"C6";"C604";"FACILITIES";"0";"NR";"A";2025;2
"34172";"COM";"C";"C3";"C304";"FACILITIES";"0";"NR";"A";2025;5
"34172";"COM";"B";"B3";"B313";"FACILITIES";"0";"NR";"A";2025;69
"34172";"COM";"A";"A1";"A122";"FACILITIES";"0";"NR";"A";2025;1
"34172";"COM";"A";"A1";"A137";"FACILITIES";"0";"NR";"A";2025;1
"34172";"COM";"A";"A4";"A405";"FACILITIES";"0";"NR";"A";2025;532
"34172";"COM";"D";"D5";"D505";"FACILITIES";"0";"NR";"A";2025;167
"34172";"COM";"F";"F3";"F307";"FACILITIES";"0";"NR";"A";2025;8
"34172";"COM";"A";"A2";"A206";"FACILITIES";"0";"NR";"A";2025;18
"34172";"COM";"F";"F1";"F102";"FACILITIES";"0";"NR";"A";2025;29
"34172";"COM";"D";"D3";"D303";"FACILITIES";"0";"NR";"A";2025;20
"34172";"COM";"A";"A5";"A507";"FACILITIES";"0";"NR";"A";2025;406
"34172";"COM";"A";"A4";"A403";"FACILITIES";"0";"NR";"A";2025;302
"34172";"COM";"D";"D2";"D283";"FACILITIES";"0";"NR";"A";2025;40
"34172";"COM";"D";"D1";"D112";"FACILITIES";"0";"NR";"A";2025;4
"34172";"COM";"F";"F1";"F126";"FACILITIES";"0";"NR";"A";2025;2
"34172";"COM";"C";"C1";"C109";"FACILITIES";"0";"NR";"A";2025;46
"34172";"COM";"D";"D2";"D245";"FACILITIES";"0";"NR";"A";2025;10
"34172";"COM";"D";"D1";"D110";"FACILITIES";"0";"NR";"A";2025;6
"34172";"COM";"A";"A1";"A134";"FACILITIES";"0";"NR";"A";2025;1
"34172";"COM";"D";"D1";"D105";"FACILITIES";"0";"NR";"A";2025;1
"34172";"COM";"D";"D4";"_T";"FACILITIES";"0";"NR";"A";2025;66
"34172";"COM";"D";"D3";"_T";"FACILITIES";"0";"NR";"A";2025;152
"34172";"COM";"F";"F3";"F305";"FACILITIES";"0";"NR";"A";2025;1
"34172";"COM";"F";"F1";"F124";"FACILITIES";"0";"NR";"A";2025;2
"34172";"COM";"B";"B3";"B317";"FACILITIES";"0";"NR";"A";2025;20
"34172";"COM";"B";"B3";"B311";"FACILITIES";"0";"NR";"A";2025;59
"34172";"COM";"A";"A2";"A203";"FACILITIES";"0";"NR";"A";2025;97
"34172";"COM";"D";"D5";"D508";"FACILITIES";"0";"NR";"A";2025;10
"34172";"COM";"D";"D5";"D502";"FACILITIES";"0";"NR";"A";2025;70
"34172";"COM";"B";"B3";"B324";"FACILITIES";"0";"NR";"A";2025;30
"34172";"COM";"D";"D1";"D115";"FACILITIES";"0";"NR";"A";2025;5
"34172";"COM";"C";"C2";"C201";"FACILITIES";"0";"NR";"A";2025;27
"34172";"COM";"D";"D1";"D102";"FACILITIES";"0";"NR";"A";2025;7
"34172";"COM";"A";"A1";"A140";"FACILITIES";"0";"NR";"A";2025;3
"34172";"COM";"D";"D2";"D278";"FACILITIES";"0";"NR";"A";2025;55
"34172";"COM";"D";"D2";"D258";"FACILITIES";"0";"NR";"A";2025;6
"34172";"COM";"D";"D2";"D249";"FACILITIES";"0";"NR";"A";2025;85
"34172";"COM";"D";"D2";"D254";"FACILITIES";"0";"NR";"A";2025;54
"34172";"COM";"D";"D3";"D304";"FACILITIES";"0";"NR";"A";2025;2
"34172";"COM";"A";"A1";"A133";"FACILITIES";"0";"NR";"A";2025;4
"34172";"COM";"F";"F3";"F315";"FACILITIES";"0";"NR";"A";2025;13
"34172";"COM";"G";"G1";"G101";"FACILITIES";"0";"NR";"A";2025;57
"34172";"COM";"D";"D7";"_T";"FACILITIES";"0";"NR";"A";2025;98
"34172";"COM";"B";"B3";"_T";"FACILITIES";"0";"NR";"A";2025;1087
"34172";"COM";"C";"C1";"C108";"FACILITIES";"0";"NR";"A";2025;43
"34172";"COM";"A";"A1";"A135";"FACILITIES";"0";"NR";"A";2025;1
"34172";"COM";"F";"F1";"F109";"FACILITIES";"0";"NR";"A";2025;6
"34172";"COM";"F";"F1";"F110";"FACILITIES";"0";"NR";"A";2025;1
"34172";"COM";"G";"G1";"G102";"FACILITIES";"0";"NR";"A";2025;58
"34172";"COM";"G";"G1";"G104";"FACILITIES";"0";"NR";"A";2025;47
"34172";"COM";"D";"D3";"D307";"FACILITIES";"0";"NR";"A";2025;95
"34172";"COM";"A";"A5";"A501";"FACILITIES";"0";"NR";"A";2025;450
"34172";"COM";"B";"B2";"B207";"FACILITIES";"0";"NR";"A";2025;200
"34172";"COM";"D";"D2";"D282";"FACILITIES";"0";"NR";"A";2025;197
"34172";"COM";"D";"D7";"D702";"FACILITIES";"0";"NR";"A";2025;14
"34172";"COM";"B";"B3";"B303";"FACILITIES";"0";"NR";"A";2025;44
"34172";"COM";"C";"C4";"_T";"FACILITIES";"0";"NR";"A";2025;71
"34172";"COM";"A";"A3";"_T";"FACILITIES";"0";"NR";"A";2025;372
"34172";"COM";"B";"B3";"B325";"FACILITIES";"0";"NR";"A";2025;33
"34172";"COM";"A";"A3";"A301";"FACILITIES";"0";"NR";"A";2025;214
"34172";"COM";"C";"C5";"C505";"FACILITIES";"0";"NR";"A";2025;1
"34172";"COM";"D";"D1";"_T";"FACILITIES";"0";"NR";"A";2025;105
"34172";"COM";"C";"_T";"_T";"FACILITIES";"0";"NR";"A";2025;464
"34172";"COM";"B";"_T";"_T";"FACILITIES";"0";"NR";"A";2025;1841
"34172";"COM";"B";"B2";"B204";"FACILITIES";"0";"NR";"A";2025;97
"34172";"COM";"C";"C5";"C509";"FACILITIES";"0";"NR";"A";2025;8
"34172";"COM";"B";"B3";"B302";"FACILITIES";"0";"NR";"A";2025;289
"34172";"COM";"D";"D2";"D261";"FACILITIES";"0";"NR";"A";2025;28
"34172";"COM";"B";"B3";"B323";"FACILITIES";"0";"NR";"A";2025;52
"34172";"COM";"A";"A5";"A503";"FACILITIES";"0";"NR";"A";2025;39
"34172";"COM";"E";"E1";"E101";"FACILITIES";"0";"NR";"A";2025;420
"34172";"COM";"F";"F1";"F106";"FACILITIES";"0";"NR";"A";2025;1
"34172";"COM";"A";"A1";"A138";"FACILITIES";"0";"NR";"A";2025;1
"34172";"COM";"G";"G1";"G105";"FACILITIES";"0";"NR";"A";2025;15
"34172";"COM";"D";"D5";"_T";"FACILITIES";"0";"NR";"A";2025;291
"34172";"COM";"C";"C4";"C410";"FACILITIES";"0";"NR";"A";2025;9
"34172";"COM";"C";"C7";"C702";"FACILITIES";"0";"NR";"A";2025;18
"34172";"COM";"D";"D2";"D280";"FACILITIES";"0";"NR";"A";2025;59
"34172";"COM";"D";"D2";"D271";"FACILITIES";"0";"NR";"A";2025;16
"34172";"COM";"C";"C3";"_T";"FACILITIES";"0";"NR";"A";2025;32
"34172";"COM";"_T";"_T";"_T";"FACILITIES";"0";"NR";"A";2025;15408
"34172";"COM";"B";"B3";"B318";"FACILITIES";"0";"NR";"A";2025;26
"34172";"COM";"B";"B2";"B202";"FACILITIES";"0";"NR";"A";2025;196
"34172";"COM";"D";"D2";"D277";"FACILITIES";"0";"NR";"A";2025;257
"34172";"COM";"B";"B3";"B308";"FACILITIES";"0";"NR";"A";2025;5
"34172";"COM";"C";"C3";"C302";"FACILITIES";"0";"NR";"A";2025;8
"34172";"COM";"F";"F1";"F130";"FACILITIES";"0";"NR";"A";2025;3
"34172";"COM";"C";"C6";"_T";"FACILITIES";"0";"NR";"A";2025;128
"34172";"COM";"A";"A1";"_T";"FACILITIES";"0";"NR";"A";2025;34
"34172";"COM";"E";"_T";"_T";"FACILITIES";"0";"NR";"A";2025;422
"34172";"COM";"A";"A4";"A406";"FACILITIES";"0";"NR";"A";2025;153
"34172";"COM";"A";"A1";"A124";"FACILITIES";"0";"NR";"A";2025;1
"34172";"COM";"F";"F3";"F314";"FACILITIES";"0";"NR";"A";2025;3
"34172";"COM";"C";"C3";"C305";"FACILITIES";"0";"NR";"A";2025;4
"34172";"COM";"D";"D2";"D253";"FACILITIES";"0";"NR";"A";2025;18
"34172";"COM";"D";"D7";"D703";"FACILITIES";"0";"NR";"A";2025;9
"34172";"COM";"F";"F1";"F113";"FACILITIES";"0";"NR";"A";2025;31
"34172";"COM";"A";"A2";"_T";"FACILITIES";"0";"NR";"A";2025;126
"34172";"COM";"A";"A1";"A126";"FACILITIES";"0";"NR";"A";2025;1
"34172";"COM";"C";"C5";"C503";"FACILITIES";"0";"NR";"A";2025;3
"34172";"COM";"A";"A1";"A131";"FACILITIES";"0";"NR";"A";2025;1
"34172";"COM";"D";"D5";"D504";"FACILITIES";"0";"NR";"A";2025;8
"34172";"COM";"B";"B3";"B307";"FACILITIES";"0";"NR";"A";2025;36
"34172";"COM";"D";"D2";"D250";"FACILITIES";"0";"NR";"A";2025;470
"34172";"COM";"D";"D6";"D607";"FACILITIES";"0";"NR";"A";2025;7
"34172";"COM";"C";"C3";"C301";"FACILITIES";"0";"NR";"A";2025;14
"34172";"COM";"D";"D6";"_T";"FACILITIES";"0";"NR";"A";2025;114
"34172";"COM";"C";"C4";"C409";"FACILITIES";"0";"NR";"A";2025;36
"34172";"COM";"A";"A4";"A402";"FACILITIES";"0";"NR";"A";2025;748
"34172";"COM";"B";"B1";"B104";"FACILITIES";"0";"NR";"A";2025;5
"34172";"COM";"D";"D6";"D601";"FACILITIES";"0";"NR";"A";2025;11
"34172";"COM";"D";"D2";"D252";"FACILITIES";"0";"NR";"A";2025;61
"34172";"COM";"A";"A1";"A108";"FACILITIES";"0";"NR";"A";2025;1
"34172";"COM";"D";"_T";"_T";"FACILITIES";"0";"NR";"A";2025;4791
"34172";"COM";"D";"D5";"D507";"FACILITIES";"0";"NR";"A";2025;2
"34172";"COM";"D";"D1";"D113";"FACILITIES";"0";"NR";"A";2025;4
"34172";"COM";"A";"A1";"A109";"FACILITIES";"0";"NR";"A";2025;1
"34172";"COM";"A";"A4";"A401";"FACILITIES";"0";"NR";"A";2025;1060
"34172";"COM";"D";"D2";"D267";"FACILITIES";"0";"NR";"A";2025;21
